FRUITY	CITRUS	BLOOD ORANGE	BLOOD ORANGE
HERBS/VEGETABLES	FRESH	MINTY BAY LEAF	MINTY BAY LEAF	
HERBS/VEGETABLES	FRESH	MOUNTAIN HERB	MOUNTAIN HERB	
HERBS/VEGETABLES	FRESH	MULTIGRAIN BREAD	MULTIGRAIN BREAD	
HERBS/VEGETABLES	FRESH	NETTLE	NETTLE	
HERBS/VEGETABLES	FRESH	NOTES OF SAGE	SAGE	
HERBS/VEGETABLES	FRESH	OATMEAL	OATMEAL	
HERBS/VEGETABLES	FRESH	PEPPERMINT	PEPPERMINT	
HERBS/VEGETABLES	FRESH	PEPPERMINT-ACCENTED	PEPPERMINT	
HERBS/VEGETABLES	FRESH	SAGE	SAGE	
HERBS/VEGETABLES	FRESH	SASSAFRAS	SASSAFRAS	
HERBS/VEGETABLES	FRESH	SHISO	SHISO	
HERBS/VEGETABLES	FRESH	SPRING HERBS	HERBS	
HERBS/VEGETABLES	FRESH	TOMATO LEAF	TOMATO LEAF	
HERBS/VEGETABLES	FRESH	WHITE PEPPERCORN	WHITE PEPPERCORN	
HERBS/VEGETABLES	FRESH	WILD HERB	HERB	
HERBS/VEGETABLES	CANNED/COOKED	ARTICHOKE	ARTICHOKE	
HERBS/VEGETABLES	CANNED/COOKED	ASPARAGUS	ASPARAGUS	
HERBS/VEGETABLES	CANNED/COOKED	BLACK OLIVE	BLACK OLIVE	
HERBS/VEGETABLES	CANNED/COOKED	CHARRED MESQUITE	CHARRED MESQUITE	
HERBS/VEGETABLES	CANNED/COOKED	DARK OLIVE	BLACK OLIVE	
HERBS/VEGETABLES	CANNED/COOKED	DARK TAPENADE	DARK TAPENADE	
HERBS/VEGETABLES	CANNED/COOKED	GREEN BEANS	GREEN BEANS	
HERBS/VEGETABLES	CANNED/COOKED	GREEN OLIVE	GREEN OLIVE	
HERBS/VEGETABLES	CANNED/COOKED	GRILLED HERB	GRILLED HERB	
HERBS/VEGETABLES	CANNED/COOKED	GRILLED ROSEMARY	GRILLED ROSEMARY	
HERBS/VEGETABLES	CANNED/COOKED	GRILLED SAGE	GRILLED SAGE	
HERBS/VEGETABLES	CANNED/COOKED	OLIVE	OLIVE	
HERBS/VEGETABLES	CANNED/COOKED	ROASTED BEET	ROASTED BEET	
HERBS/VEGETABLES	CANNED/COOKED	ROASTED CARAWAY	ROASTED CARAWAY	
HERBS/VEGETABLES	CANNED/COOKED	ROASTED HERB	ROASTED HERB	
HERBS/VEGETABLES	CANNED/COOKED	ROASTED MESQUITE	ROASTED MESQUITE	
HERBS/VEGETABLES	DRIED	BLACK TEA	BLACK TEA	
HERBS/VEGETABLES	DRIED	CHAI TEA	CHAI TEA	
HERBS/VEGETABLES	DRIED	DARK TOBACCO	DARK TOBACCO	
HERBS/VEGETABLES	DRIED	DRIED BASIL	DRIED BASIL	
HERBS/VEGETABLES	DRIED	DRIED HERB	DRIED HERB	
HERBS/VEGETABLES	DRIED	DRIED MARJORAM	DRIED MARJORAM	
HERBS/VEGETABLES	DRIED	DRIED MINT	DRIED MINT	
HERBS/VEGETABLES	DRIED	DRIED SAGE	DRIED SAGE	
HERBS/VEGETABLES	DRIED	DRIED THYME	DRIED THYME	
HERBS/VEGETABLES	DRIED	FRESH BASIL	FRESH BASIL	
HERBS/VEGETABLES	DRIED	FRESH TOBACCO	FRESH TOBACCO	
HERBS/VEGETABLES	DRIED	GREEN TEA	GREEN TEA	
HERBS/VEGETABLES	DRIED	HAY	HAY/STRAW	
HERBS/VEGETABLES	DRIED	HAY/STRAW	HAY/STRAW	
HERBS/VEGETABLES	DRIED	JASMINE TEA	JASMINE TEA	
HERBS/VEGETABLES	DRIED	LAPSANG SOUCHONG TEA	LAPSANG SOUCHONG TEA	
HERBS/VEGETABLES	DRIED	MADURO TOBACCO	MADURO TOBACCO	
HERBS/VEGETABLES	DRIED	OOLONG TEA	OOLONG TEA	
HERBS/VEGETABLES	DRIED	STRAW	HAY/STRAW	
HERBS/VEGETABLES	DRIED	SWEET TOBACCO	SWEET TOBACCO	
HERBS/VEGETABLES	DRIED	SWEET TOBACCO NOTES	SWEET TOBACCO	
HERBS/VEGETABLES	DRIED	TEA	TEA	
HERBS/VEGETABLES	DRIED	TEA LEAF	TEA LEAF	
HERBS/VEGETABLES	DRIED	TOBACCO	TOBACCO	
HERBS/VEGETABLES	DRIED	TOBACCO-ACCENTED	TOBACCO	
NUTTY	NUTTY	ALMOND	ALMOND	
NUTTY	NUTTY	ALMOND CREAM	ALMOND	
NUTTY	NUTTY	ALMOND-SCENTED	ALMOND	
NUTTY	NUTTY	BLANCHED ALMOND	BLANCHED ALMOND	
NUTTY	NUTTY	BRAZIL NUT	BRAZIL NUT	
NUTTY	NUTTY	CHESTNUT	CHESTNUT	
NUTTY	NUTTY	GREEN ALMOND	GREEN ALMOND	
NUTTY	NUTTY	GRILLED HAZELNUT	GRILLED HAZELNUT	
NUTTY	NUTTY	HAZELNUT	HAZELNUT	
NUTTY	NUTTY	HONEY ROASTED ALMONDS	HONEY ROASTED ALMONDS	
NUTTY	NUTTY	MACADAMIA NUT	MACADAMIA NUT	
NUTTY	NUTTY	NUT	NUT	
NUTTY	NUTTY	NUTTY	NUT	
NUTTY	NUTTY	ROASTED CHESTNUT	ROASTED CHESTNUT	
NUTTY	NUTTY	TOASTED ALMOND	TOASTED ALMOND	
NUTTY	NUTTY	TOASTED HAZELNUT	TOASTED HAZELNUT	
NUTTY	NUTTY	TOASTY-HAZELNUT SCENTED	TOASTED HAZELNUT	
NUTTY	NUTTY	TOUCHES OF HAZELNUT	HAZELNUT	
NUTTY	NUTTY	WALNUT	WALNUT	
NUTTY	NUTTY	WALNUT PASTE	WALNUT PASTE	
CARAMEL	CARAMEL	BEESWAX	BEESWAX	
CARAMEL	CARAMEL	BITTER CHOCOLATE	CHOCOLATE	
CARAMEL	CARAMEL	BITTERSWEET CHOCOLATE	CHOCOLATE	
CARAMEL	CARAMEL	BITTERSWEET CHOCOLATE FLAVORS	CHOCOLATE	
CARAMEL	CARAMEL	BITTERSWEET COCOA	COCOA	
CARAMEL	CARAMEL	BITTERSWEET GANACHE	GANACHE	
CARAMEL	CARAMEL	BUTTER	BUTTER	
CARAMEL	CARAMEL	BUTTERSCOTCH	BUTTERSCOTCH	
CARAMEL	CARAMEL	BUTTERY	BUTTER	
CARAMEL	CARAMEL	CARAMEL	CARAMEL	
CARAMEL	CARAMEL	CHOCOLATE	CHOCOLATE	
CARAMEL	CARAMEL	CHOCOLATE-COVERED	CHOCOLATE	
CARAMEL	CARAMEL	CHOCOLATY	CHOCOLATE	
CARAMEL	CARAMEL	COCOA	COCOA	
CARAMEL	CARAMEL	COCOA POWDER	COCOA	
CARAMEL	CARAMEL	COCOA-COVERED	COCOA	
CARAMEL	CARAMEL	COCOA-FILLED	COCOA	
CARAMEL	CARAMEL	COCONUT BUTTER	COCONUT BUTTER	
CARAMEL	CARAMEL	CRYSTALLIZED HONEY	HONEY	
CARAMEL	CARAMEL	CUSTARD	CUSTARD	
CARAMEL	CARAMEL	DARK CHOCOLATE	DARK CHOCOLATE	
CARAMEL	CARAMEL	DARKLY ROASTED COFFEE	DARKLY ROASTED COFFEE	
CARAMEL	CARAMEL	DIACETYL (BUTTER)	DIACETYL (BUTTER)	
CARAMEL	CARAMEL	ESPRESSO	ESPRESSO	
CARAMEL	CARAMEL	ESPRESSO BEAN	ESPRESSO	
CARAMEL	CARAMEL	ESPRESSO-SCENTED	ESPRESSO	
CARAMEL	CARAMEL	FLOURLESS CHOCOLATE CAKE	CHOCOLATE CAKE	
CARAMEL	CARAMEL	FRESH ESPRESSO	ESPRESSO	
CARAMEL	CARAMEL	GANACHE	GANACHE	
CARAMEL	CARAMEL	GANACHE-FILLED	GANACHE	
CARAMEL	CARAMEL	GINGERSNAP COOKIES	GINGERSNAP COOKIES	
CARAMEL	CARAMEL	HINTS OF CHOCOLATE	CHOCOLATE	
CARAMEL	CARAMEL	HOISIN	HOISIN	
CARAMEL	CARAMEL	HOISIN SAUCE	HOISIN	
CARAMEL	CARAMEL	HONEY	HONEY	
CARAMEL	CARAMEL	HONEY SYRUP	HONEY SYRUP	
CARAMEL	CARAMEL	HONEY-KISSED	HONEY	
CARAMEL	CARAMEL	LAYERS OF HONEY	HONEY	
CARAMEL	CARAMEL	LINZER TORTE	LINZER TORTE	
CARAMEL	CARAMEL	MAPLE SYRUP	MAPLE SYRUP	
CARAMEL	CARAMEL	MARSHMALLOW	MARSHMALLOW	
CARAMEL	CARAMEL	MARZIPAN	MARZIPAN	
CARAMEL	CARAMEL	MELTED CHOCOLATE	CHOCOLATE	
CARAMEL	CARAMEL	MELTED WAX	WAX	
CARAMEL	CARAMEL	MERINGUE	MERINGUE	
CARAMEL	CARAMEL	MILK CHOCOLATE	CHOCOLATE	
CARAMEL	CARAMEL	MOCHA	MOCHA	
CARAMEL	CARAMEL	MOCHA-ESPRESSO	MOCHA	
CARAMEL	CARAMEL	MOCHA-INFUSED	MOCHA	
CARAMEL	CARAMEL	MOCHA-LACED	MOCHA	
CARAMEL	CARAMEL	MOCHA-SCENTED	MOCHA	
CARAMEL	CARAMEL	MOCHAA-FILLED	MOCHA	
CARAMEL	CARAMEL	MOLASSES	MOLASSES	
CARAMEL	CARAMEL	MOUSSE	MOUSSE	
CARAMEL	CARAMEL	PANCAKES	PANCAKES	
CARAMEL	CARAMEL	PASTRY	PASTRY	
CARAMEL	CARAMEL	PIE	PIE	
CARAMEL	CARAMEL	PIECRUST	PIECRUST	
CARAMEL	CARAMEL	SALTED BUTTER	BUTTER	
CARAMEL	CARAMEL	SOY	SOY	
CARAMEL	CARAMEL	SOY SAUCE	SOY SAUCE	
CARAMEL	CARAMEL	SWEET MOCHA	MOCHA	
CARAMEL	CARAMEL	SYRUP	SYRUP	
CARAMEL	CARAMEL	TART	TART	
CARAMEL	CARAMEL	TOASTY MOCHA	TOASTY MOCHA	
CARAMEL	CARAMEL	TOFFEE	TOFFEE	
CARAMEL	CARAMEL	TURKISH COFFEE	TURKISH COFFEE	
CARAMEL	CARAMEL	TURKISH DELIGHT DESSERT	TURKISH DELIGHT DESSERT	
CARAMEL	CARAMEL	WARM CHOCOLATE CAKE	CHOCOLATE CAKE	
CARAMEL	CARAMEL	WARM GANACHE	GANACHE	
CARAMEL	CARAMEL	WHITE CHOCOLATE	WHITE CHOCOLATE	
WOODY	RESINOUS	ALDER	ALDER	
WOODY	RESINOUS	ALDER WOOD	ALDER	
WOODY	RESINOUS	CEDAR	CEDAR	
WOODY	RESINOUS	CEDAR NOTES	CEDAR	
WOODY	RESINOUS	CEDAR WOOD	CEDAR	
WOODY	RESINOUS	CEDAR-LACED	CEDAR	
WOODY	RESINOUS	CEDARY	CEDAR	
WOODY	RESINOUS	CEDARY OAK	CEDARY OAK	
WOODY	RESINOUS	CREAMY OAK	CREAMY OAK	
WOODY	RESINOUS	CREAMY OAK NOTES	CREAMY OAK	
WOODY	RESINOUS	LIGHT OAK	OAK	
WOODY	RESINOUS	LIGHT VANILLA	VANILLA	
WOODY	RESINOUS	MAHOGANY	MAHOGANY	
WOODY	RESINOUS	OAK	OAK	
WOODY	RESINOUS	PLENTY OF OAK	OAK	
WOODY	RESINOUS	PLENTY OF VANILLA	VANILLA	
WOODY	RESINOUS	SANDALWOOD	SANDALWOOD	
WOODY	RESINOUS	SANDALWOOD-FILLED	SANDALWOOD	
WOODY	RESINOUS	VANILLA	VANILLA	
WOODY	RESINOUS	VANILLA BEAN	VANILLA	
WOODY	RESINOUS	VANILLA-FILLED	VANILLA	
WOODY	RESINOUS	VANILLA-SCENTED	VANILLA	
WOODY	RESINOUS	VANILLA-SPICE	VANILLA	
WOODY	RESINOUS	WOOD	WOOD	
WOODY	PHENOLIC	BACON	BACON	
WOODY	PHENOLIC	MEDICINAL	MEDICINAL	
WOODY	PHENOLIC	PHENOLIC	PHENOLIC	
WOODY	PHENOLIC	QUININE	QUININE	
WOODY	PHENOLIC	QUININE-TINGED	QUININE	
WOODY	PHENOLIC	TALCUM	TALCUM	
WOODY	BURNED	BITTERSWEET COFFEE BEAN	COFFEE	
WOODY	BURNED	BURNT TOAST	BURNT TOAST	
WOODY	BURNED	CAFE AU LAIT	CAFE AU LAIT	
WOODY	BURNED	CAPPUCCINO	CAPPUCCINO	
WOODY	BURNED	CHARCOAL	CHARCOAL	
WOODY	BURNED	CHARCOAL-COATED GRIP	CHARCOAL	
WOODY	BURNED	CHARCOAL-STUFFED	CHARCOAL	
WOODY	BURNED	CIGAR	CIGAR	
WOODY	BURNED	CIGAR SMOKE	CIGAR SMOKE	
WOODY	BURNED	CIGAR TOBACCO	CIGAR TOBACCO	
WOODY	BURNED	COFFEE	COFFEE	
WOODY	BURNED	COFFEE FLAVORS	COFFEE	
WOODY	BURNED	COFFEE GROUND	COFFEE	
WOODY	BURNED	COFFEE LIQUEUR	COFFEE LIQUEUR	
WOODY	BURNED	COFFEE-SCENTED	COFFEE	
WOODY	BURNED	COLA	COLA	
WOODY	BURNED	DARK COFFEE	DARK ROASTED COFFEE	
WOODY	BURNED	DARK ROASTED COFFEE	DARK ROASTED COFFEE	
WOODY	BURNED	DEFTLY TOASTED	TOASTY	
WOODY	BURNED	FRENCH ROAST	FRENCH ROAST COFFEE	
WOODY	BURNED	FRENCH ROAST COFFEE	FRENCH ROAST COFFEE	
WOODY	BURNED	FRESHLY ROASTED COFFEE	ROASTED COFFEE	
WOODY	BURNED	FRESHLY ROASTED ESPRESSO	ROASTED ESPRESSO	
WOODY	BURNED	LIGHTLY TOASTY OAK	TOASTY OAK	
WOODY	BURNED	LIQUEUR	LIQUEUR	
WOODY	BURNED	MODERATELY TOASTY	TOASTY	
WOODY	BURNED	PLENTY OF CHARCOAL	CHARCOAL	
WOODY	BURNED	ROASTED	ROASTED	
WOODY	BURNED	ROASTED APPLE WOOD	ROASTED APPLE WOOD	
WOODY	BURNED	ROASTED COFFEE	ROASTED COFFEE	
WOODY	BURNED	ROASTED MARSHMALLOW	ROASTED MARSHMALLOW	
WOODY	BURNED	ROASTED MARSHMELLOW	ROASTED MARSHMALLOW	
WOODY	BURNED	SMOKE	SMOKE	
WOODY	BURNED	SMOKED	SMOKE	
WOODY	BURNED	SMOKEY	SMOKE	
WOODY	BURNED	SMOKY	SMOKE	
WOODY	BURNED	SMOKY OAK	SMOKY OAK	
WOODY	BURNED	SMOLDERING CHARCOAL	CHARCOAL	
WOODY	BURNED	TOAST	TOAST	
WOODY	BURNED	TOASTED BRIOCHE	TOASTED BRIOCHE	
WOODY	BURNED	TOASTED OAK	TOASTY OAK	
WOODY	BURNED	TOASTINESS	TOASTY	
WOODY	BURNED	TOASTY	TOAST	
WOODY	BURNED	TOASTY OAK	TOASTY WOOD	
WOODY	BURNED	TOASTY WOOD	TOASTY WOOD	
WOODY	BURNED	TOUCH OF SMOKE	SMOKE	
WOODY	BURNED	WOOD SMOKE	WOOD SMOKE	
EARTHY	EARTHY	ASPHALT	ASPHALT	
EARTHY	EARTHY	BLACK TRUFFLE	TRUFFLE	
EARTHY	EARTHY	BLOOD	BLOOD	
EARTHY	EARTHY	BRICK DUST	BRICK	
EARTHY	EARTHY	CARBONIC GAS	CARBONIC GAS	
EARTHY	EARTHY	CHALK	CHALK	
EARTHY	EARTHY	CHALK-FRAMED	CHALK	
EARTHY	EARTHY	CHALKY	CHALK	
EARTHY	EARTHY	CHALKY SPINE	CHALK	
EARTHY	EARTHY	CHILEAN LOAM	LOAM	
EARTHY	EARTHY	CLEAN EARTH	EARTHY	
EARTHY	EARTHY	CRUSHED ROCK	CRUSHED ROCK	
EARTHY	EARTHY	CRUSHED STONE	CRUSHED ROCK	
EARTHY	EARTHY	DRIED MUSHROOM	DRIED MUSHROOM	
EARTHY	EARTHY	DUSTY	DUSTY	
EARTHY	EARTHY	EARTH	EARTHY	
EARTHY	EARTHY	EARTHINESS	EARTHY	
EARTHY	EARTHY	EARTHY	EARTHY	
EARTHY	EARTHY	FERROUS	IRON	
EARTHY	EARTHY	FLINT	FLINT	
EARTHY	EARTHY	FLINTY	FLINT	
EARTHY	EARTHY	FRESH EARTH	EARTHY	
EARTHY	EARTHY	FRESH MUSHROOM	FRESH MUSHROOM	
EARTHY	EARTHY	FRESH PORCINI	FRESH PORCINI	
EARTHY	EARTHY	FULL OF EARTH	EARTHY	
EARTHY	EARTHY	GRAPHITE	PENCIL LEAD	
EARTHY	EARTHY	GRAPHITE-FILLED	GRAPHITE	
EARTHY	EARTHY	GRAPHITE-TINGED	GRAPHITE	
EARTHY	EARTHY	GRAVELLY	CRUSHED ROCK	
EARTHY	EARTHY	GUNFLINT	GUNFLINT	
EARTHY	EARTHY	HOT BRICK	HOT EARTH	
EARTHY	EARTHY	HOT STONE	HOT EARTH	
EARTHY	EARTHY	HUMUS	HUMUS	
EARTHY	EARTHY	IODINE	IODINE	
EARTHY	EARTHY	IRON	IRON	
EARTHY	EARTHY	IRON-TINGED	IRON	
EARTHY	EARTHY	LEAD PENCIL	PENCIL LEAD	
EARTHY	EARTHY	LIGHT MINERAL UNDERTONES	MINERAL	
EARTHY	EARTHY	LOADS OF MINERAL	MINERAL	
EARTHY	EARTHY	LOAM	LOAM	
EARTHY	EARTHY	LOAM-FLAVORED	LOAM	
EARTHY	EARTHY	LOAM-TINGED	LOAM	
EARTHY	EARTHY	LOAMY	LOAM	
EARTHY	EARTHY	MINERAL	MINERAL	
EARTHY	EARTHY	MINERAL NOTES	MINERAL	
EARTHY	EARTHY	MINERAL-ACCENTED	MINERAL	
EARTHY	EARTHY	MINERAL-FILLED	MINERAL	
EARTHY	EARTHY	MINERAL-LADEN	MINERAL	
EARTHY	EARTHY	MINERAL-SCENTED	MINERAL	
EARTHY	EARTHY	MINERAL-TINGED	MINERAL	
EARTHY	EARTHY	MINERALITY	MINERAL	
EARTHY	EARTHY	MINERALLY	MINERAL	
EARTHY	EARTHY	MUSHROOM	MUSHROOM	
EARTHY	EARTHY	PEBBLE	PEBBLE	
EARTHY	EARTHY	PEBBLY	CRUSHED ROCK	
EARTHY	EARTHY	PENCIL LEAD	PENCIL LEAD	
EARTHY	EARTHY	PETROL	PETROL	
EARTHY	EARTHY	PLENTY OF MINERAL	MINERAL	
EARTHY	EARTHY	PORCINI	MUSHROOM	
EARTHY	EARTHY	PORCINI MUSHROOM	PORCINI MUSHROOM	
EARTHY	EARTHY	SALINE	SALINE	
EARTHY	EARTHY	SAUTEED WILD MUSHROOM	SAUTEED WILD MUSHROOM	
EARTHY	EARTHY	SINGED IRON	HOT EARTH	
EARTHY	EARTHY	SLATE	SLATE	
EARTHY	EARTHY	STEEL	STEEL	
EARTHY	EARTHY	STONE	STONE	
EARTHY	EARTHY	STONE-FILLED	STONE	
EARTHY	EARTHY	STONY	STONE	
EARTHY	EARTHY	TRUFFLE	TRUFFLE	
EARTHY	EARTHY	WARM PAVING STONE	HOT EARTH	
EARTHY	EARTHY	WARM STONE	HOT EARTH	
EARTHY	EARTHY	WET EARTH	EARTHY	
EARTHY	MOLDY	MOLDY	MOLDY	
EARTHY	MOLDY	MOLDY CORK	MOLDY CORK	
CHEMICAL	PETROLEUM	DIESEL	DIESEL	
CHEMICAL	PETROLEUM	KEROSENE	KEROSENE	
CHEMICAL	PETROLEUM	PLASTIC	PLASTIC	
CHEMICAL	PETROLEUM	SQUID INK	SQUID INK	
CHEMICAL	PETROLEUM	TAR	TAR	
CHEMICAL	PETROLEUM	TAR FLAVORS	TAR	
CHEMICAL	PETROLEUM	TAR-FILLED	TAR	
CHEMICAL	PETROLEUM	TARRY	TAR	
CHEMICAL	PETROLEUM	TARRY EDGE	TAR	
CHEMICAL	SULFUR	BURN	BURN	
CHEMICAL	SULFUR	BURNT MATCH	BURNT MATCH	
CHEMICAL	SULFUR	CABBAGE	CABBAGE	
CHEMICAL	SULFUR	GARLIC	GARLIC	
CHEMICAL	SULFUR	HYDROGEN SULFIDE	HYDROGEN SULFIDE	
CHEMICAL	SULFUR	MATCHSTICK	BURNT MATCH	
CHEMICAL	SULFUR	NATURAL GAS MERCAPTAN	NATURAL GAS MERCAPTAN	
CHEMICAL	SULFUR	RUBBERY	RUBBERY	
CHEMICAL	SULFUR	SKUNK	SKUNK	
CHEMICAL	SULFUR	SULFUR	SULFUR DIOXIDE	
CHEMICAL	SULFUR	WET WOOL,WET DOG	WET WOOL,WET DOG	
CHEMICAL	PUNGENT	ACETIC ACID	ACETIC ACID	
CHEMICAL	PUNGENT	ETHANOL	ETHANOL	
CHEMICAL	PUNGENT	ETHYL ACETATE	ETHYL ACETATE	
CHEMICAL	PUNGENT	SULFUR DIOXIDE	SULFUR DIOXIDE	
PUNGENT	HOT	ALCOHOL	ALCOHOL	
PUNGENT	HOT	CONSIDERABLE ALCOHOL	ALCOHOL	
PUNGENT	HOT	MEDIUM FROTH	FROTH	
PUNGENT	COOL	MENTHOL	MENTHOL	
OXIDIZED	OXIDIZED	SHERRY	SHERRY	
